animal,decline,migratory,American,AfroPal,Asian,Artificial,Coastal,Forest,Grassland,Savanna,Shrubland,Wetlands,Hemisphere,EOO
Amazilia_yucatanensis,0,1,1,0,0,1,0,1,0,0,1,0,3,1060000
Amazona_aestiva,1,0,1,0,0,0,0,1,0,1,1,0,2,7940000
Amazona_agilis,1,0,1,0,0,1,0,1,0,0,0,0,2,5100
Amazona_albifrons,0,0,1,0,0,1,0,1,0,1,1,0,3,2360000
Amazona_amazonica,1,0,1,0,0,1,0,1,1,1,0,0,2,12300000
Amazona_arausiaca,0,0,1,0,0,1,0,1,0,0,0,0,2,190
Amazona_auropalliata,1,0,1,0,0,1,0,1,0,0,0,0,2,580000
Amazona_autumnalis,1,0,1,0,0,1,0,1,0,0,1,0,3,3050000
Amazona_festiva,1,0,1,0,0,0,0,1,0,0,0,0,2,261000
Amazona_brasiliensis,0,0,1,0,0,0,0,1,0,0,0,0,2,10100
Amazona_collaria,1,0,1,0,0,1,0,1,0,0,0,0,2,7200
Amazona_autumnalis,1,0,1,0,0,1,0,1,0,0,0,0,2,3050000
Amazona_dufresniana,1,1,1,0,0,0,0,1,0,0,0,0,2,458000
Amazona_farinosa,1,0,1,0,0,0,0,1,0,0,0,0,2,11900000
Amazona_festiva,1,0,1,0,0,0,0,1,0,0,0,0,2,261000
Amazona_finschi,1,0,1,0,0,0,0,1,0,0,0,0,3,394000
Amazona_farinosa,1,0,1,0,0,0,0,1,0,0,0,0,2,11900000
Amazona_guildingii,0,0,1,0,0,1,0,1,0,0,0,0,2,100
Amazona_imperialis,1,0,1,0,0,0,0,1,0,0,0,0,2,240
Amazona_kawalli,0,0,1,0,0,0,0,1,0,0,0,0,2,1160000
Amazona_leucocephala,1,0,1,0,0,1,0,1,0,1,0,0,2,590000
Amazona_autumnalis,1,0,1,0,0,1,0,1,0,0,1,0,2,3050000
Amazona_mercenaria,1,0,1,0,0,0,0,1,0,0,1,0,2,3160000
Amazona_ochrocephala,1,0,1,0,0,1,0,1,0,0,0,0,2,8.00E+06
Amazona_oratrix,1,0,1,0,0,0,0,1,0,0,1,0,3,1030000
Amazona_pretrei,1,1,1,0,0,1,0,1,0,1,0,0,2,95400
Amazona_rhodocorytha,1,0,1,0,0,0,0,1,0,0,0,0,2,168000
Amazona_tucumana,1,0,1,0,0,0,0,1,0,0,0,0,2,86200
Amazona_ventralis,1,0,1,0,0,1,0,1,0,1,0,0,2,99000
Amazona_versicolor,0,0,1,0,0,0,0,1,0,0,0,0,2,230
Amazona_vinacea,1,0,1,0,0,1,0,1,0,0,0,0,2,1230000
Amazona_viridigenalis,1,0,1,0,0,1,0,1,0,0,0,0,3,61000
Amazona_xantholora,0,0,1,0,0,1,0,1,0,0,1,0,2,157000
Amazonetta_brasiliensis,1,1,1,0,0,0,0,1,1,0,1,1,2,1.30E+07
Amblycercus_holosericeus,0,0,1,0,0,0,0,1,0,0,0,0,3,8290000
Amblyornis_flavifrons,0,0,0,0,1,0,0,1,0,0,0,0,2,1400
Amblyornis_inornata,1,0,0,0,1,0,0,1,0,0,0,0,2,80400
Amblyornis_macgregoriae,1,0,0,0,1,0,0,1,0,0,0,0,2,433000
Amblyornis_subalaris,1,0,0,0,1,0,0,1,0,0,0,0,2,37500
Amblyospiza_albifrons,0,0,0,1,0,1,0,1,1,0,1,1,2,17800000
Amblyramphus_holosericeus,0,1,1,0,0,0,0,0,0,0,0,1,2,3640000
Ammodramus_aurifrons,0,0,1,0,0,0,0,0,1,0,0,0,2,7610000
Ammodramus_humeralis,0,1,1,0,0,0,0,0,1,1,1,0,2,16400000
Ammodramus_savannarum,1,1,1,0,0,1,0,0,1,0,1,0,3,17700000
Ammomanes_cinctura,1,0,0,1,1,0,0,0,0,1,0,0,3,18400000
Ammomanes_deserti,0,0,0,1,1,0,0,0,0,0,1,0,3,24600000
Ammomanes_phoenicura,0,0,0,0,1,0,0,0,1,0,1,0,2,2680000
Myrmeciza_pelzelni,0,0,1,0,0,0,0,1,0,1,0,0,2,191000
Ammoperdix_griseogularis,0,0,0,1,1,0,0,0,0,0,1,0,3,4630000
Ammoperdix_heyi,0,0,0,1,1,0,0,0,1,0,0,0,3,4200000
Ammodramus_leconteii,1,1,1,0,1,0,0,0,1,0,0,1,1,4170000
Ammodramus_nelsoni,0,1,1,0,0,0,0,0,0,0,0,1,3,7890000
Ampeliceps_coronatus,1,0,0,0,1,1,0,1,0,0,0,0,2,2480000
Ampelioides_tschudii,1,0,1,0,0,0,0,1,0,0,0,0,2,2650000
Ampelion_rubrocristatus,0,0,1,0,0,1,0,1,0,0,0,0,2,3410000
Ampelion_rufaxilla,0,0,1,0,0,0,0,1,0,0,0,0,2,1990000
Myrmeciza_griseiceps,1,0,1,0,0,0,0,1,0,0,0,0,2,27700
Amphilais_seebohmi,0,0,0,1,0,1,0,1,1,0,1,1,2,530000
Amphispiza_bilineata,1,1,1,0,0,0,0,0,0,0,1,0,3,3960000
Aimophila_quinquestriata,0,0,1,0,0,0,0,0,0,0,1,0,3,282000
Amytornis_ballarae,0,0,0,0,1,0,0,0,1,0,0,0,2,59000
Amytornis_barbatus,1,0,0,0,1,0,0,0,1,0,0,1,2,177000
Amytornis_dorotheae,1,0,0,0,1,0,0,0,0,1,1,0,2,74700
Amytornis_goyderi,0,0,0,0,1,0,0,0,1,0,0,0,2,268000
Amytornis_housei,0,0,0,0,1,0,0,0,1,0,0,0,2,39100
Amytornis_merrotsyi,0,0,0,0,1,0,0,0,1,1,1,0,2,84900
Amytornis_textilis,1,0,0,0,1,0,0,0,0,0,1,0,2,581000
Amytornis_purnelli,0,0,0,0,1,0,0,0,1,1,0,0,2,656000
Amytornis_striatus,1,0,0,0,1,0,0,0,1,1,1,0,2,4060000
Amytornis_textilis,1,0,0,0,1,0,0,0,0,0,1,0,2,581000
Amytornis_woodwardi,1,0,0,0,1,0,0,0,1,0,0,0,2,6200
Anabacerthia_amaurotis,1,0,1,0,0,0,0,1,0,0,0,0,2,724000
Philydor_lichtensteini,1,0,1,0,0,0,0,1,0,0,0,0,2,2080000
Philydor_ruficaudatum,1,0,1,0,0,0,0,1,0,0,0,0,2,6860000
Anabacerthia_striaticollis,0,0,1,0,0,0,0,1,0,0,0,0,2,3610000
Anabacerthia_variegaticeps,0,0,1,0,0,0,0,1,0,0,0,0,2,2840000
Nectarinia_hartlaubii,0,0,0,1,0,1,0,1,0,0,1,0,2,200
Nectarinia_newtonii,0,0,0,1,0,1,0,1,0,1,1,0,2,970
Nectarinia_reichenbachii,0,0,0,1,0,1,0,1,0,0,1,1,2,4520000
Anabazenops_dorsalis,0,0,1,0,0,1,0,1,0,0,0,1,2,2350000
Anabazenops_fuscus,1,0,1,0,0,0,0,1,0,0,0,0,2,629000
Anairetes_alpinus,1,0,1,0,0,0,0,1,0,0,0,0,2,203000
Anairetes_flavirostris,0,1,1,0,0,0,0,1,0,0,1,0,2,3630000
Anairetes_nigrocristatus,0,0,1,0,0,0,0,1,0,0,1,1,2,64000
Anairetes_parulus,0,1,1,0,0,0,0,1,0,0,1,0,2,7270000
Anairetes_reguloides,0,0,1,0,0,1,0,0,0,0,1,0,2,252000
Anaplectes_rubriceps,1,0,0,1,0,0,0,1,0,1,0,0,2,70200
Anaplectes_rubriceps,0,0,0,1,0,1,0,1,0,1,0,0,2,70200
Anaplectes_rubriceps,0,0,0,1,0,1,0,1,0,1,0,0,2,70200
Anarhynchus_frontalis,1,1,0,0,1,0,1,0,0,0,0,1,2,23000
Anas_acuta,1,1,1,1,1,0,1,0,0,0,0,1,3,41900000
Anas_gibberifrons,0,0,0,0,1,0,0,1,0,0,0,1,2,13900
Anas_andium,1,0,1,0,0,0,0,0,0,0,0,1,2,678000
Anas_bahamensis,1,1,1,0,0,0,0,0,0,0,0,1,2,26300000
Anas_bernieri,1,1,0,1,0,0,1,1,0,1,0,1,2,310000
Anas_capensis,0,0,0,1,0,1,1,0,0,0,0,1,2,1.40E+07
Anas_castanea,0,0,0,0,1,0,1,1,0,0,0,1,2,7430000
Anas_chlorotis,0,0,0,0,1,1,0,1,0,0,0,1,2,301000
Anas_erythrorhyncha,1,0,0,1,0,1,0,0,1,0,0,1,2,15400000
Anas_flavirostris,1,1,1,0,0,0,0,0,0,0,0,1,2,12200000
Anas_fulvigula,1,1,1,0,0,1,0,0,0,0,0,1,3,4230000
Anas_georgica,1,1,1,0,0,0,0,0,1,0,0,1,2,23700000
Anas_gibberifrons,0,0,0,0,1,0,0,1,0,0,0,1,2,13900
Anas_gracilis,1,0,0,0,1,0,1,0,0,0,0,1,2,22400000
Anas_luzonica,1,0,0,0,1,0,1,1,0,0,0,1,2,887000
Anas_melleri,1,0,0,1,0,1,0,0,0,0,0,1,2,261000
Anas_platyrhynchos,0,1,1,1,1,1,0,0,0,0,0,1,3,65800000
Anas_poecilorhyncha,1,1,0,0,1,1,1,0,0,0,0,1,3,9980000
Anas_rubripes,1,1,1,0,0,0,1,0,0,0,0,1,1,7030000
Anas_sparsa,1,0,0,1,0,1,0,1,1,0,1,1,2,20500000
Anas_undulata,0,0,0,1,0,1,1,0,1,0,0,1,2,1.40E+07
Anas_poecilorhyncha,1,1,0,0,1,1,1,0,0,0,0,1,3,9980000
Anastomus_lamelligerus,0,1,0,1,0,1,0,0,1,0,0,1,3,22800000
Ancistrops_strigilatus,0,0,1,0,0,0,0,1,0,0,0,0,2,3520000
Andigena_cucullata,0,0,1,0,0,0,0,1,0,0,0,0,2,88500
Andigena_hypoglauca,1,0,1,0,0,0,0,1,0,0,0,0,2,1030000
Andigena_laminirostris,1,0,1,0,0,0,0,1,0,0,0,0,2,22000
Andigena_nigrirostris,1,0,1,0,0,1,0,1,0,0,1,1,2,443000
Androdon_aequatorialis,1,0,1,0,0,0,0,1,0,0,0,0,2,224000
Andropadus_importunus,0,0,0,1,0,1,0,1,0,1,1,1,2,5060000
Androphobus_viridis,0,0,0,0,1,0,0,1,0,0,0,0,2,110000
Anhima_cornuta,1,0,1,0,0,0,0,1,1,0,0,1,2,12300000
Anhinga_anhinga,1,0,1,0,0,0,0,0,0,0,0,1,3,28700000
Anhinga_melanogaster,1,0,0,0,1,0,1,1,0,0,0,1,3,19400000
Anhinga_novaehollandiae,0,0,0,0,1,0,1,1,0,0,0,1,2,13100000
Anhinga_rufa,1,0,0,1,1,1,1,1,0,0,0,1,3,35700000
Anisognathus_somptuosus,0,0,1,0,0,0,0,1,0,0,0,0,2,176000
Anisognathus_igniventris,0,0,1,0,0,0,0,1,0,0,1,0,2,181000
Anisognathus_lacrymosus,0,0,1,0,0,0,0,1,0,0,0,0,2,1780000
Anisognathus_igniventris,0,0,1,0,0,0,0,1,0,0,1,0,2,181000
Anisognathus_melanogenys,1,0,1,0,0,0,0,1,1,0,0,0,2,7900
Anisognathus_notabilis,1,0,1,0,0,0,0,1,0,0,0,0,2,96300
Anisognathus_somptuosus,0,0,1,0,0,0,0,1,0,0,0,0,2,176000
Anodorhynchus_hyacinthinus,1,1,1,0,0,0,0,1,1,1,0,0,2,2850000
Anomalospiza_imberbis,0,0,0,1,0,1,0,0,1,0,0,1,2,17300000
Anorrhinus_austeni,1,0,0,0,1,0,0,1,0,0,0,0,2,1650000
Anorrhinus_galeritus,1,0,0,0,1,0,0,1,0,0,0,0,2,3450000
Anorrhinus_tickelli,1,0,0,0,1,0,0,1,0,0,0,0,2,212000
Anser_anser,0,1,0,1,1,1,0,0,1,0,0,1,3,31200000
Anser_brachyrhynchus,0,1,0,1,0,1,0,0,1,0,0,0,1,1770000
Chen_caerulescens,0,1,1,1,1,1,0,0,1,0,0,1,3,8480000
Chen_canagica,1,1,1,0,1,0,0,0,1,0,0,1,1,775000
Anser_cygnoides,1,1,0,0,1,1,0,0,1,0,0,1,3,3800000
Anser_erythropus,1,1,1,1,1,1,0,0,1,0,1,1,3,7060000
Anser_fabalis,1,1,1,1,1,1,0,0,1,0,1,1,3,20500000
Anser_indicus,1,1,0,0,1,1,0,0,0,0,0,1,3,5570000
Chen_rossii,0,1,1,1,1,1,0,0,1,0,0,1,1,3960000
Anseranas_semipalmata,0,0,0,0,1,0,0,0,1,0,0,1,2,5050000
Ficedula_monileger,0,0,0,0,1,0,0,1,0,0,1,0,3,2280000
Ficedula_solitaris,0,0,0,0,1,0,0,1,0,0,0,0,2,2250000
Nectarinia_violacea,1,0,0,1,0,0,0,0,0,0,1,0,2,177000
Anthocephala_floriceps,1,0,1,0,0,1,0,1,0,0,0,0,2,17500
Anthocephala_floriceps,1,0,1,0,0,1,0,1,0,0,0,0,2,17500
Anthochaera_carunculata,0,0,0,0,1,1,0,1,0,1,1,0,2,4300000
Anthochaera_lunulata,0,0,0,0,1,1,0,1,0,0,1,0,2,416000
Anthochaera_paradoxa,1,0,0,0,1,1,0,1,0,1,1,0,2,93000
Xanthomyza_phrygia,1,0,0,0,1,0,0,1,0,1,0,0,2,129000
Anthornis_melanura,1,0,0,0,1,1,0,1,0,0,1,0,2,0
Anthoscopus_caroli,1,0,0,1,0,0,0,1,1,1,0,0,2,8150000
Anthoscopus_flavifrons,0,0,0,1,0,1,0,1,0,0,0,0,2,3520000
Anthoscopus_minutus,0,0,0,1,0,0,0,0,1,1,1,0,2,3040000
Anthoscopus_musculus,0,0,0,1,0,0,0,0,1,1,1,0,2,2250000
Anthoscopus_parvulus,0,0,0,1,0,0,0,0,0,1,1,0,2,3900000
Anthoscopus_punctifrons,0,0,0,1,0,0,0,1,1,1,0,1,3,4350000
Anthoscopus_caroli,0,0,0,1,0,0,0,1,1,1,0,0,2,8150000
Anthracoceros_albirostris,0,0,0,0,1,1,0,1,0,1,0,0,3,10700000
Anthracoceros_coronatus,1,0,0,0,1,1,0,1,0,0,0,0,2,1720000
Anthracoceros_malayanus,1,0,0,0,1,0,0,1,0,0,0,0,2,3050000
Anthracoceros_marchei,1,0,0,0,1,0,0,1,0,0,0,0,2,41300
Anthracoceros_montani,1,0,0,0,1,0,0,1,0,0,0,0,2,780
Anthracothorax_viridigula,1,0,1,0,0,1,0,1,0,1,0,1,2,1890000
Anthreptes_anchietae,0,0,0,1,0,0,0,0,0,1,0,0,2,1720000
Anthreptes_aurantium,1,0,0,1,0,1,0,1,0,1,0,0,2,2710000
Anthreptes_gabonicus,0,0,0,1,0,1,0,1,0,0,0,0,2,4030000
Anthreptes_malacensis,0,0,0,0,1,1,0,1,0,0,1,1,2,443000
Anthreptes_longuemarei,0,0,0,1,0,0,0,1,0,1,0,1,2,13300000
Anthreptes_malacensis,0,0,0,0,1,1,0,1,0,0,1,1,2,443000
Anthreptes_neglectus,1,0,0,1,0,1,0,1,0,0,1,0,2,561000
Anthreptes_orientalis,0,0,0,1,0,0,0,0,0,1,1,1,2,2930000
Anthreptes_rectirostris,0,0,0,1,0,1,0,1,1,0,0,0,2,557000
Anthreptes_reichenowi,1,0,0,1,0,1,0,1,0,0,1,1,2,1330000
Anthreptes_rhodolaemus,1,0,0,0,1,1,0,1,0,0,0,0,2,3370000
Anthreptes_rubritorques,1,0,0,1,0,1,0,1,0,1,0,0,2,46800
Nectarinia_seimundi,0,0,0,1,0,1,0,1,0,1,1,0,2,6540000
Anthreptes_simplex,1,0,0,0,1,1,0,1,0,0,1,0,2,3870000
Anthreptes_rectirostris,0,0,0,1,0,1,0,1,1,0,0,0,2,557000
Grus_paradisea,0,0,0,1,0,1,1,0,1,0,0,1,2,1890000
Grus_virgo,0,1,0,1,1,1,0,0,1,1,1,1,3,12400000
Anthus_berthelotii,0,0,0,1,0,1,0,0,1,0,0,0,1,179000
Anthus_bogotensis,0,0,1,0,0,1,0,0,1,0,0,1,2,3470000
Anthus_brachyurus,0,0,0,1,0,1,0,0,1,0,0,0,2,5840000
Anthus_caffer,0,0,0,1,0,1,0,0,1,1,0,0,2,5100000
Anthus_campestris,0,1,0,1,1,1,1,0,1,1,1,0,3,22100000
Anthus_cervinus,0,1,1,1,1,1,0,0,1,0,1,1,3,540000
Anthus_chacoensis,0,1,1,0,0,1,0,0,1,0,0,0,2,950000
Anthus_hoeschi,0,1,0,1,0,1,0,0,1,0,0,0,3,18200000
Anthus_correndera,0,1,1,0,0,1,0,0,1,0,0,1,2,9490000
Anthus_crenatus,1,0,0,1,0,0,0,0,1,0,1,0,2,630000
Anthus_furcatus,0,1,1,0,0,0,0,0,1,0,0,0,2,4410000
Anthus_godlewskii,0,1,0,0,1,1,0,0,1,0,1,0,3,2760000
Anthus_gustavi,0,1,1,1,1,0,0,1,1,0,1,1,3,14500000
Anthus_gutturalis,0,0,0,0,1,0,0,0,1,0,0,0,2,342000
Anthus_hellmayri,0,1,1,0,0,1,0,0,1,0,0,0,2,6400000
Anthus_hodgsoni,0,1,0,1,1,1,0,1,1,0,1,0,3,29200000
Anthus_hoeschi,1,1,0,1,0,0,0,0,1,0,1,0,2,18200000
Anthus_leucophrys,0,0,0,1,0,1,0,0,1,1,0,0,2,23900000
Anthus_lineiventris,0,0,0,1,0,0,0,0,0,1,1,0,2,6140000
Anthus_lutescens,0,0,1,0,0,1,0,0,1,0,0,1,2,16700000
Anthus_melindae,0,0,0,1,0,0,0,0,1,0,0,0,2,194000
Anthus_nattereri,1,0,1,0,0,0,0,0,1,0,0,0,2,1290000
Anthus_nilghiriensis,1,0,0,0,1,1,0,0,1,0,0,0,2,53700
Anthus_novaeseelandiae,0,0,0,0,1,1,0,0,1,0,0,0,2,21700000
Anthus_similis,0,0,0,1,0,1,0,0,1,1,0,0,2,4610000
Anthus_pallidiventris,0,0,0,1,0,1,0,0,1,0,0,0,2,1540000
Anthus_lutescens,0,0,1,0,0,1,0,0,1,0,0,1,2,16700000
Anthus_pratensis,1,1,0,1,1,0,1,0,1,0,0,1,3,15600000
Anthus_richardi,0,1,0,1,1,1,0,0,1,0,0,0,3,1.60E+07
Anthus_roseatus,0,1,0,0,1,0,0,0,1,0,0,1,3,6750000
Anthus_rubescens,1,1,1,1,1,1,0,0,1,0,0,1,3,4.60E+07
Anthus_rufulus,0,0,0,0,1,1,0,0,1,1,0,0,3,2.00E+07
Anthus_similis,0,0,0,1,1,1,0,0,1,1,0,0,3,4610000
Anthus_sokokensis,1,0,0,1,0,0,0,1,0,0,0,0,2,2300
Anthus_spinoletta,0,1,0,1,1,1,1,0,1,0,0,1,3,17500000
Anthus_spragueii,1,1,1,0,0,0,0,0,1,0,0,0,3,1280000
Anthus_sylvanus,0,0,0,0,1,1,0,1,1,0,1,0,3,3550000
Anthus_trivialis,1,1,0,1,1,1,0,1,1,1,1,0,3,35100000
Anthus_vaalensis,0,0,0,1,0,1,0,0,1,0,0,0,2,5870000
Grus_antigone,1,1,0,0,1,1,0,0,1,0,0,1,2,13800000
Grus_canadensis,0,1,1,1,1,1,0,0,1,0,0,1,3,33500000
Grus_rubicunda,1,0,0,0,1,0,0,0,1,0,0,1,2,7360000
Grus_vipio,1,1,0,0,1,1,1,0,0,0,0,1,3,1400000
Antilophia_bokermanni,1,0,1,0,0,0,0,1,0,0,0,0,2,300
Antilophia_galeata,1,0,1,0,0,0,0,1,0,0,0,0,2,2670000
Caprimulgus_badius,1,0,1,0,0,0,0,1,0,0,0,0,2,127000
Caprimulgus_carolinensis,1,1,1,0,0,1,0,1,1,0,1,0,3,3570000
Caprimulgus_cubanensis,1,0,1,0,0,0,0,1,0,0,0,1,2,223000
Caprimulgus_cubanensis,0,0,1,0,0,0,0,1,0,0,0,0,2,223000
Caprimulgus_noctitherus,1,0,1,0,0,1,0,1,0,0,1,0,2,2500
Caprimulgus_ridgwayi,1,0,1,0,0,0,0,1,0,0,1,0,3,1980000
Caprimulgus_rufus,1,0,1,0,0,1,0,1,0,1,1,0,2,15200000
Caprimulgus_salvini,1,0,1,0,0,0,0,1,0,0,1,0,3,141000
Caprimulgus_saturatus,0,0,1,0,0,1,0,1,0,0,0,0,2,14200
Caprimulgus_sericocaudatus,1,0,1,0,0,0,0,1,0,0,0,0,2,6120000
Curaeus_forbesi,1,0,1,0,0,0,0,1,1,0,0,0,2,447000
Anumbius_annumbi,0,0,1,0,0,1,0,0,1,1,0,0,2,4520000
Anurophasis_monorthonyx,1,0,0,0,1,0,0,0,1,0,1,0,2,21100
Apalharpactes_mackloti,0,0,0,0,1,0,0,1,0,0,0,0,2,207000
Apalharpactes_reinwardtii,1,0,0,0,1,0,0,1,0,0,0,0,2,1200
Apalis_alticola,0,0,0,1,0,1,0,1,0,0,0,0,2,2050000
Apalis_argentea,1,0,0,1,0,1,0,1,0,0,0,0,2,73800
Apalis_bamendae,0,0,0,1,0,1,0,1,0,0,0,0,2,26000
Apalis_binotata,0,0,0,1,0,1,0,1,0,0,0,0,2,2600000
Apalis_chapini,0,0,0,1,0,1,0,1,0,0,0,0,2,242000
Apalis_chariessa,1,0,0,1,0,1,0,1,0,0,0,0,2,209000
Apalis_chirindensis,0,0,0,1,0,0,0,1,0,0,0,0,2,103000
Apalis_cinerea,0,0,0,1,0,1,0,1,0,0,1,0,2,5110000
Apalis_flavigularis,1,0,0,1,0,1,0,1,0,0,1,0,2,1800
Apalis_fuscigularis,1,0,0,1,0,0,0,1,0,0,0,0,2,170
Apalis_goslingi,0,0,0,1,0,1,0,1,0,0,0,1,2,2.00E+06
Apalis_jacksoni,0,0,0,1,0,1,0,1,0,0,0,0,2,4200000
Apalis_porphyrolaema,0,0,0,1,0,0,0,1,0,0,0,0,2,1800
Apalis_karamojae,1,0,0,1,0,0,0,0,1,1,1,1,2,177000
Apalis_lynesi,0,0,0,1,0,1,0,1,0,0,0,0,2,1700
Apalis_melanocephala,0,0,0,1,0,0,0,1,0,1,1,0,2,1600000
Apalis_nigriceps,0,0,0,1,0,1,0,1,0,0,0,0,2,3240000
Apalis_personata,0,0,0,1,0,1,0,1,0,0,0,0,2,267000
Apalis_porphyrolaema,0,0,0,1,0,0,0,1,0,0,0,0,2,1800
Apalis_ruddi,0,0,0,1,0,0,0,1,0,1,1,0,2,383000
Apalis_rufogularis,0,0,0,1,0,0,0,1,0,0,0,0,2,5810000
Apalis_sharpii,1,0,0,1,0,0,0,1,0,0,0,0,2,752000
Apalis_thoracica,0,0,0,1,0,1,0,1,0,0,1,0,2,3650000
Apaloderma_aequatoriale,0,0,0,1,0,1,0,1,0,0,0,0,2,2020000
Apaloderma_narina,0,0,0,1,0,1,0,1,0,1,1,0,2,23300000
Apaloderma_vittatum,1,0,0,1,0,1,0,1,1,0,0,0,2,6410000
Apalopteron_familiare,0,0,0,0,1,1,0,1,0,0,0,0,2,130
Aphanotriccus_audax,1,0,1,0,0,0,0,1,0,0,0,1,2,280000
Aphanotriccus_capitalis,1,0,1,0,0,1,0,1,0,0,1,1,2,17000
Aphelocephala_leucopsis,1,0,0,0,1,0,0,0,0,1,1,0,2,4650000
Aphelocephala_nigricincta,0,0,0,0,1,0,0,0,1,0,1,0,2,2590000
Aphelocephala_pectoralis,0,0,0,0,1,0,0,0,1,0,1,0,2,255000
Aphelocoma_californica,0,0,1,0,0,1,0,1,0,0,1,0,3,4590000
Aphelocoma_coerulescens,1,0,1,0,0,0,0,0,0,0,1,0,1,71900
Aphelocoma_ultramarina,1,0,1,0,0,0,0,1,0,0,0,0,3,97900
Aphelocoma_unicolor,1,0,1,0,0,1,0,1,0,0,0,0,3,535000
Aphelocoma_ultramarina,1,0,1,0,0,0,0,1,0,0,0,0,3,97900
Aphrastura_spinicauda,0,0,1,0,0,1,0,1,1,0,1,0,2,1510000
Aplonis_brunneicapillus,1,0,0,0,1,0,0,1,0,0,0,0,2,80700
Aplonis_crassa,1,0,0,0,1,0,0,1,0,0,0,0,2,5100
Aplonis_dichroa,1,0,0,0,1,0,0,1,0,0,0,0,2,4300
Aplonis_feadensis,0,0,0,0,1,1,0,1,0,0,0,0,2,272000
Aplonis_insularis,1,0,0,0,1,0,0,1,0,0,0,0,2,980
Aplonis_minor,1,0,0,0,1,1,0,1,0,0,0,0,2,3110000
Aplonis_mystacea,1,0,0,0,1,0,0,1,0,0,0,0,2,225000
Aplonis_santovestris,1,0,0,0,1,0,0,1,0,0,0,0,2,450
Aplonis_zelandica,1,0,0,0,1,0,0,1,0,0,0,0,2,90700
Aplopelia_larvata,0,0,0,1,0,1,0,1,0,0,0,0,2,20200000
Aprosmictus_erythropterus,0,0,0,0,1,0,0,1,0,1,1,0,2,5230000
Aprosmictus_jonquillaceus,1,0,0,0,1,1,0,1,0,1,0,0,2,61500
Apteryx_australis,1,0,0,0,1,1,0,1,0,0,1,0,2,41600
Apteryx_haastii,1,0,0,0,1,0,0,1,1,0,1,0,2,15900
Apteryx_mantelli,0,0,0,0,1,1,0,1,0,0,1,0,2,157000
Apteryx_owenii,0,0,0,0,1,0,0,1,1,0,1,0,2,47100
Apteryx_australis,0,0,0,0,1,0,0,1,0,0,0,0,2,41600
Apus_acuticauda,0,1,0,0,1,0,0,1,0,0,0,0,2,158000
Apus_affinis,0,1,0,1,1,0,0,1,1,1,1,0,3,60600000
Apus_apus,0,1,0,1,1,1,0,1,1,1,1,1,3,39800000
Apus_balstoni,1,0,0,1,0,0,1,1,0,0,0,0,2,928000
Apus_barbatus,1,1,0,1,0,0,0,1,1,0,0,0,2,15200000
Apus_batesi,1,0,0,1,0,0,0,1,1,0,0,0,2,1130000
Apus_berliozi,0,1,0,1,1,1,1,0,1,0,1,0,3,1410000
Apus_bradfieldi,0,0,0,1,0,0,0,0,0,1,1,0,2,1300000
Apus_caffer,0,1,0,1,0,0,0,1,0,1,1,0,3,33500000
Apus_horus,0,0,0,1,0,0,0,1,1,1,0,1,2,1.40E+07
Apus_niansae,0,1,0,1,0,1,0,0,1,1,1,0,2,2140000
Apus_nipalensis,0,0,0,0,1,1,0,1,0,0,0,0,3,20700000
Apus_pacificus,0,1,0,1,1,1,0,1,0,0,0,0,3,27400000
Apus_pallidus,0,1,0,1,1,1,1,0,1,1,0,0,3,18600000
Aquila_adalberti,0,0,0,1,0,0,0,1,1,0,1,1,1,204000
Aquila_africanus,1,0,0,1,0,0,0,1,0,0,0,0,2,5430000
Aquila_audax,0,0,0,0,1,0,0,1,1,1,1,0,2,10600000
Aquila_chrysaetos,0,1,1,1,1,0,0,1,1,0,1,0,3,1.00E+08
Aquila_fasciatus,1,0,0,1,1,0,0,1,1,0,1,1,3,38400000
Aquila_gurneyi,1,0,0,0,1,0,0,1,0,0,0,0,2,1690000
Aquila_heliaca,1,1,0,1,1,1,0,1,1,0,1,1,3,14900000
Aquila_nipalensis,1,1,0,1,1,0,0,0,1,1,0,0,3,10800000
Aquila_rapax,1,0,0,1,1,1,0,1,1,1,1,0,3,52700000
Hieraaetus_spilogaster,1,0,0,1,0,1,0,1,1,1,1,0,3,23400000
Aquila_verreauxii,0,0,0,1,0,0,0,0,1,1,1,0,3,21600000
Ara_ambiguus,1,0,1,0,0,1,0,1,0,0,0,0,2,1100000
Ara_ararauna,1,0,1,0,0,0,0,1,0,1,0,0,2,10300000
Ara_chloropterus,1,0,1,0,0,0,0,1,0,1,0,0,2,10500000
Ara_glaucogularis,0,0,1,0,0,1,0,1,0,1,0,0,2,43500
Ara_macao,1,0,1,0,0,0,0,1,0,0,0,0,2,10200000
Ara_militaris,1,0,1,0,0,0,0,1,0,0,0,0,3,10300000
Ara_rubrogenys,1,0,1,0,0,1,0,1,0,0,1,0,2,27400
Ara_severus,1,0,1,0,0,0,0,1,0,0,0,0,2,8540000
Arachnothera_affinis,1,0,0,0,1,0,0,1,0,0,0,0,2,1520000
Arachnothera_chrysogenys,1,0,0,0,1,1,0,1,0,0,0,0,2,4150000
Arachnothera_clarae,0,0,0,0,1,1,0,1,0,0,1,0,2,602000
Arachnothera_crassirostris,1,0,0,0,1,1,0,1,0,0,0,0,2,3340000
Arachnothera_longirostra,0,0,0,0,1,1,0,1,0,0,1,0,2,32600
