"","scientificName","orderName","familyName","genusName","Movement","redlistCategory","populationTrend","decline","threatend","habitatNotes","breedArtif","breedCoast","breedDesert","breedForest","breedGrass","breedInter","breedNerit","breedRock","breedSavan","breedShrub","breedUbiqu","breedUnkno","breedWetla","nonbArtif","nonbCoast","nonbDesert","nonbForest","nonbGrass","nonbInter","nonbNerit","nonbRock","nonbSavan","nonbShrub","nonbUbiqu","nonbUnkno","nonbWetla","HabNum","Pac_Americas","Cen_Americas","Atl_Americas","Eas_Atlantic","Black_Sea","Eas_Africa","Cen_Asia","Eas_Asia","Breed_Hemisphere","Nonbreed_Hemisphere","migratory"
"79","Acrocephalus syrinx","PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,1,2,2,0
"80","Acrocephalus taiti","PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Not a Migrant","Vulnerable","Stable",0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"81","Acrocephalus tangorum","PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Full Migrant","Vulnerable","Decreasing",1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,2,1
"82","Acrocephalus vaughani","PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Not a Migrant","Endangered","Unknown",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"83","Acrocephalus yamashinae","PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Not a Migrant","Extinct","",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"84","Acropternis orthonyx","PASSERIFORMES","RHINOCRYPTIDAE","Acropternis","Not a Migrant","Least Concern","Stable",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,0
"85","Actinodura egertoni","PASSERIFORMES","LEIOTRICHIDAE","Actinodura","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,3,3,0
"86","Actinodura radcliffei","PASSERIFORMES","LEIOTRICHIDAE","Actinodura","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,1,3,3,0
"87","Actinodura ramsayi","PASSERIFORMES","LEIOTRICHIDAE","Actinodura","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,2,2,0
"88","Actinodura sodangorum","PASSERIFORMES","LEIOTRICHIDAE","Actinodura","Not a Migrant","Near Threatened","Stable",0,1,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,2,2,0
"89","Aegithalos annamensis","PASSERIFORMES","AEGITHALIDAE","Aegithalos","Not a Migrant","Least Concern","Stable",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,2,0
"90","Aegithalos bonvaloti","PASSERIFORMES","AEGITHALIDAE","Aegithalos","Altitudinal Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,1,3,3,0
"91","Aegithalos caudatus","PASSERIFORMES","AEGITHALIDAE","Aegithalos","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,1,1,1,1,1,1,0
"92","Aegithalos concinnus","PASSERIFORMES","AEGITHALIDAE","Aegithalos","Not a Migrant","Least Concern","Stable",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,3,3,0
"93","Aegithalos fuliginosus","PASSERIFORMES","AEGITHALIDAE","Aegithalos","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,1,1,1,0
"94","Aegithalos glaucogularis","PASSERIFORMES","AEGITHALIDAE","Aegithalos","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,1,1,3,3,0
"95","Aegithalos iouschistos","PASSERIFORMES","AEGITHALIDAE","Aegithalos","Altitudinal Migrant","Least Concern","Stable",0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,3,3,0
"96","Aegithalos iredalei","PASSERIFORMES","AEGITHALIDAE","Aegithalos","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,1,1,3,3,0
"97","Aegithalos leucogenys","PASSERIFORMES","AEGITHALIDAE","Aegithalos","Altitudinal Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,1,0,3,3,0
"98","Aegithalos niveogularis","PASSERIFORMES","AEGITHALIDAE","Aegithalos","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1,1,0,3,3,0
"99","Aegithina lafresnayei","PASSERIFORMES","AEGITHINIDAE","Aegithina","Not a Migrant","Least Concern","Unknown",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,0
"100","Aegithina nigrolutea","PASSERIFORMES","AEGITHINIDAE","Aegithina","Not a Migrant","Least Concern","Unknown",1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,2,2,0
"101","Aegithina tiphia","PASSERIFORMES","AEGITHINIDAE","Aegithina","Not a Migrant","Least Concern","Unknown",1,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,3,3,0
"102","Aegithina viridissima","PASSERIFORMES","AEGITHINIDAE","Aegithina","Not a Migrant","Near Threatened","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0
"103","Aethopyga bella","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,1,2,2,0
"104","Aethopyga boltoni","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Near Threatened","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,2,0
"105","Aethopyga christinae","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,2,2,0
"106","Aethopyga duyvenbodei","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Endangered","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,2,2,0
"107","Aethopyga eximia","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,1,2,2,0
"108","Aethopyga flagrans","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,2,2,0
"109","Aethopyga gouldiae","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Stable",0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,3,3,0
"110","Aethopyga guimarasensis","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0
"111","Aethopyga ignicauda","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Stable",0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,3,3,0
"112","Aethopyga latouchii","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,3,3,0
"113","Aethopyga linaraborae","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Near Threatened","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0
"114","Aethopyga magnifica","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,0,1,2,2,0
"115","Aethopyga mystacalis","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,2,2,0
"116","Aethopyga nipalensis","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,1,1,3,3,0
"117","Aethopyga primigenia","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Near Threatened","Stable",0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0
"118","Aethopyga pulcherrima","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,1,2,2,0
"119","Aethopyga saturata","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,1,3,3,0
"120","Aethopyga shelleyi","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Stable",0,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,2,0
"121","Aethopyga siparaja","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,1,1,3,3,0
"122","Aethopyga temminckii","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,2,2,0
"123","Aethopyga vigorsii","PASSERIFORMES","NECTARINIIDAE","Aethopyga","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,1,0,2,2,0
"124","Agelaioides badius","PASSERIFORMES","ICTERIDAE","Agelaioides","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,0,0,0,0,0,2,2,0
"125","Agelaioides fringillarius","PASSERIFORMES","ICTERIDAE","Agelaioides","Not a Migrant","Least Concern","Stable",0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,2,2,0
"126","Agelaius assimilis","PASSERIFORMES","ICTERIDAE","Agelaius","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,1,0,0,0,0,0,2,2,0
"127","Agelaius humeralis","PASSERIFORMES","ICTERIDAE","Agelaius","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,1,0,0,0,0,0,2,2,0
"128","Agelaius phoeniceus","PASSERIFORMES","ICTERIDAE","Agelaius","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,1,0,1,3,3,0
"129","Agelaius tricolor","PASSERIFORMES","ICTERIDAE","Agelaius","Not a Migrant","Endangered","Decreasing",1,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0
"130","Agelaius xanthomus","PASSERIFORMES","ICTERIDAE","Agelaius","Not a Migrant","Endangered","Decreasing",1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,2,0
"131","Agelasticus cyanopus","PASSERIFORMES","ICTERIDAE","Agelasticus","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,2,2,1
"132","Agelasticus thilius","PASSERIFORMES","ICTERIDAE","Agelasticus","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,0,0,0,0,0,2,2,1
"133","Agelasticus xanthophthalmus","PASSERIFORMES","ICTERIDAE","Agelasticus","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,2,2,0
"134","Agraphospiza rubescens","PASSERIFORMES","FRINGILLIDAE","Agraphospiza","Altitudinal Migrant","Least Concern","Stable",0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,3,3,0
"135","Agricola infuscatus","PASSERIFORMES","MUSCICAPIDAE","Agricola","Not a Migrant","Least Concern","Stable",0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,1,1,0,0,2,2,0
"136","Agricola pallidus","PASSERIFORMES","MUSCICAPIDAE","Agricola","Not a Migrant","Least Concern","Stable",0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,1,1,0,0,2,2,0
"137","Agriornis albicauda","PASSERIFORMES","TYRANNIDAE","Agriornis","Not a Migrant","Vulnerable","Decreasing",1,1,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,2,2,0
"138","Agriornis lividus","PASSERIFORMES","TYRANNIDAE","Agriornis","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,0,0,0,2,2,1
"139","Agriornis micropterus","PASSERIFORMES","TYRANNIDAE","Agriornis","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,0,0,0,0,0,2,2,1
"140","Agriornis montanus","PASSERIFORMES","TYRANNIDAE","Agriornis","Full Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,0,0,0,0,0,2,2,1
"141","Agriornis murinus","PASSERIFORMES","TYRANNIDAE","Agriornis","Full Migrant","Least Concern","Stable",0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,2,2,1
"142","Agropsar philippensis","PASSERIFORMES","STURNIDAE","Agropsar","Full Migrant","Least Concern","Unknown",1,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,1
"143","Agropsar sturninus","PASSERIFORMES","STURNIDAE","Agropsar","Full Migrant","Least Concern","Unknown",1,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,1,2,1
"144","Ailuroedus buccoides","PASSERIFORMES","PTILONORHYNCHIDAE","Ailuroedus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,2,2,0
"145","Ailuroedus crassirostris","PASSERIFORMES","PTILONORHYNCHIDAE","Ailuroedus","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,2,0
"146","Ailuroedus melanotis","PASSERIFORMES","PTILONORHYNCHIDAE","Ailuroedus","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,1,2,2,0
"147","Aimophila notosticta","PASSERIFORMES","PASSERELLIDAE","Aimophila","Not a Migrant","Least Concern","Decreasing",1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,2,2,0
"148","Aimophila rufescens","PASSERIFORMES","PASSERELLIDAE","Aimophila","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,0,0,0,0,0,3,3,0
"149","Aimophila ruficeps","PASSERIFORMES","PASSERELLIDAE","Aimophila","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,0,0,0,0,0,0,3,3,0
"150","Akialoa ellisiana","PASSERIFORMES","FRINGILLIDAE","Akialoa","Not a Migrant","Extinct","",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"151","Akialoa lanaiensis","PASSERIFORMES","FRINGILLIDAE","Akialoa","Not a Migrant","Extinct","",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"152","Akialoa obscura","PASSERIFORMES","FRINGILLIDAE","Akialoa","Not a Migrant","Extinct","",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"153","Akialoa stejnegeri","PASSERIFORMES","FRINGILLIDAE","Akialoa","Not a Migrant","Extinct","",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"154","Akletos goeldii","PASSERIFORMES","THAMNOPHILIDAE","Akletos","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,2,2,0
"155","Akletos melanoceps","PASSERIFORMES","THAMNOPHILIDAE","Akletos","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,2,2,0
"156","Alaemon alaudipes","PASSERIFORMES","ALAUDIDAE","Alaemon","Not a Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,1,1,1,0,3,3,0
"157","Alaemon hamertoni","PASSERIFORMES","ALAUDIDAE","Alaemon","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0,0,2,2,0
"158","Alauda arvensis","PASSERIFORMES","ALAUDIDAE","Alauda","Full Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,0,1,1,1,1,1,3,3,1
"159","Alauda gulgula","PASSERIFORMES","ALAUDIDAE","Alauda","Full Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,1,1,1,3,3,1
"160","Alauda leucoptera","PASSERIFORMES","ALAUDIDAE","Alauda","Full Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,1,1,1,1,1,1
"161","Alauda razae","PASSERIFORMES","ALAUDIDAE","Alauda","Not a Migrant","Critically Endangered","Stable",0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"162","Alaudala raytal","PASSERIFORMES","ALAUDIDAE","Alaudala","Not a Migrant","Least Concern","Stable",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1,1,1,3,3,0
"163","Alaudala rufescens","PASSERIFORMES","ALAUDIDAE","Alaudala","Full Migrant","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,1,1,1,1,3,3,1
"164","Alaudala somalica","PASSERIFORMES","ALAUDIDAE","Alaudala","Nomadic","Least Concern","Decreasing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0,0,2,2,0
